21:54:00:975, 1937, 0
21:54:01:084, 1941, 0
21:54:01:193, 1954, 0
21:54:01:303, 1953, 0
21:54:01:412, 1904, 0
21:54:01:521, 1914, 0
21:54:01:631, 1904, 0
21:54:01:740, 1926, 0
21:54:01:740, 1914, 0
21:54:01:850, 1936, 0
21:54:01:959, 1935, 0
21:54:02:068, 1930, 0
21:54:02:178, 1907, 0
21:54:02:287, 1927, 0
21:54:02:396, 1934, 0
21:54:02:506, 1904, 0
21:54:02:615, 1942, 0
21:54:02:725, 1937, 0
21:54:02:834, 518, 0
21:54:02:943, 0, 0
21:54:02:943, 0, 0
21:54:03:053, 0, 0
21:54:03:162, 0, 0
21:54:03:271, 0, 0
21:54:03:381, 0, 0
21:54:03:490, 0, 0
21:54:03:600, 0, 0
21:54:03:709, 0, 0
21:54:03:818, 0, 0
21:54:03:928, 0, 0
21:54:04:037, 0, 0
21:54:04:147, 0, 0
21:54:04:147, 0, 0
21:54:04:256, 0, 0
21:54:04:365, 0, 0
21:54:04:475, 0, 0
21:54:04:584, 656, 0
21:54:04:693, 1936, 0
21:54:04:803, 1936, 0
21:54:04:912, 1936, 0
21:54:05:022, 1945, 0
21:54:05:131, 1938, 0
21:54:05:240, 1947, 0
21:54:05:240, 1943, 0
21:54:05:350, 1952, 0
21:54:05:459, 1911, 0
21:54:05:568, 1950, 0
21:54:05:678, 1906, 0
21:54:05:787, 1936, 0
21:54:05:897, 1935, 0
21:54:06:006, 1904, 0
